INFO: 07/24/2015 04:01:20 PM AcronymDB loaded
INFO: 07/24/2015 04:01:26 PM ArticleDB loaded
INFO: 07/24/2015 04:01:36 PM Training new LDA model
INFO: 07/24/2015 04:01:41 PM Getting word_corpus from articles
INFO: 07/24/2015 04:08:32 PM AcronymDB loaded
INFO: 07/24/2015 04:08:35 PM ArticleDB loaded
INFO: 07/24/2015 04:08:38 PM Training new LDA model
INFO: 07/24/2015 04:08:43 PM Getting word_corpus from articles
INFO: 07/25/2015 03:20:55 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1460163 + 0.007*1684140 + 0.006*1318581
INFO: 07/25/2015 03:20:56 PM topic #10 (0.077): 0.016*1318581 + 0.015*860054 + 0.007*1222318 + 0.007*1402229 + 0.006*1695563 + 0.005*1641467 + 0.004*1544792 + 0.004*1474194 + 0.004*1858629 + 0.004*406416
INFO: 07/25/2015 03:20:56 PM topic #11 (0.077): 0.028*1531049 + 0.015*1677100 + 0.015*1582477 + 0.014*1932717 + 0.013*860054 + 0.010*1858629 + 0.010*1845872 + 0.009*244428 + 0.009*1719292 + 0.009*1665890
INFO: 07/25/2015 03:20:56 PM topic diff=0.097402, rho=0.102598
INFO: 07/25/2015 03:20:57 PM PROGRESS: pass 0, at document #192000/411828
DEBUG: 07/25/2015 03:20:57 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:21:18 PM 1412/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:21:18 PM updating topics
INFO: 07/25/2015 03:21:20 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:21:31 PM topic #0 (0.077): 0.012*860054 + 0.010*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.005*1776127
INFO: 07/25/2015 03:21:31 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1701890 + 0.004*1838526 + 0.004*1088158
INFO: 07/25/2015 03:21:32 PM topic #2 (0.077): 0.007*10591 + 0.006*1412507 + 0.006*544265 + 0.006*1772969 + 0.004*642961 + 0.004*1473068 + 0.004*770202 + 0.004*1119121 + 0.004*1862263 + 0.004*1526878
INFO: 07/25/2015 03:21:32 PM topic #3 (0.077): 0.015*860054 + 0.011*1566164 + 0.011*1719292 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.006*88982 + 0.006*1706054 + 0.006*330739 + 0.006*1641439
INFO: 07/25/2015 03:21:33 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.005*803706 + 0.005*1774860 + 0.005*1989666 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:21:33 PM topic #5 (0.077): 0.019*860054 + 0.012*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1630434 + 0.006*1669167 + 0.006*1464135 + 0.006*1726301 + 0.006*1432658
INFO: 07/25/2015 03:21:34 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.007*1826130 + 0.007*1324313 + 0.007*466423 + 0.006*200810 + 0.006*1589971 + 0.006*415312 + 0.006*473240 + 0.005*984065
INFO: 07/25/2015 03:21:34 PM topic #7 (0.077): 0.022*1318581 + 0.009*860054 + 0.008*1900063 + 0.007*1945618 + 0.006*1943655 + 0.006*1989087 + 0.006*289435 + 0.006*782325 + 0.005*1527260 + 0.005*1743836
INFO: 07/25/2015 03:21:35 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.013*333874 + 0.011*1440388 + 0.010*1088158 + 0.010*816951 + 0.010*1936197 + 0.009*782325 + 0.009*1665890 + 0.008*1486115
INFO: 07/25/2015 03:21:35 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1460163 + 0.007*1684140 + 0.006*1318581
INFO: 07/25/2015 03:21:36 PM topic #10 (0.077): 0.016*1318581 + 0.015*860054 + 0.007*1222318 + 0.007*1402229 + 0.006*1695563 + 0.005*1641467 + 0.004*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 03:21:36 PM topic #11 (0.077): 0.028*1531049 + 0.015*1677100 + 0.014*1582477 + 0.014*1932717 + 0.013*860054 + 0.010*1858629 + 0.010*1845872 + 0.009*244428 + 0.009*1665890 + 0.009*1719292
INFO: 07/25/2015 03:21:36 PM topic diff=0.096669, rho=0.102062
INFO: 07/25/2015 03:21:37 PM PROGRESS: pass 0, at document #194000/411828
DEBUG: 07/25/2015 03:21:37 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:21:57 PM 1361/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:21:58 PM updating topics
INFO: 07/25/2015 03:22:00 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:22:10 PM topic #0 (0.077): 0.012*860054 + 0.010*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.005*1776127
INFO: 07/25/2015 03:22:11 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1701890 + 0.004*1088158 + 0.004*244428
INFO: 07/25/2015 03:22:11 PM topic #2 (0.077): 0.007*10591 + 0.007*544265 + 0.006*1412507 + 0.006*1772969 + 0.005*1473068 + 0.004*642961 + 0.004*1119121 + 0.004*1595430 + 0.004*1862263 + 0.004*770202
INFO: 07/25/2015 03:22:12 PM topic #3 (0.077): 0.015*860054 + 0.011*1566164 + 0.011*1719292 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.006*330739 + 0.006*88982 + 0.006*1706054 + 0.006*1641439
INFO: 07/25/2015 03:22:12 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*803706 + 0.005*1989666 + 0.004*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:22:13 PM topic #5 (0.077): 0.019*860054 + 0.012*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1630434 + 0.006*1669167 + 0.006*1726301 + 0.006*1464135 + 0.006*1432658
INFO: 07/25/2015 03:22:13 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.007*1826130 + 0.007*1324313 + 0.007*466423 + 0.006*200810 + 0.006*1589971 + 0.006*415312 + 0.006*473240 + 0.005*984065
INFO: 07/25/2015 03:22:14 PM topic #7 (0.077): 0.022*1318581 + 0.009*860054 + 0.008*1945618 + 0.007*1900063 + 0.006*1989087 + 0.006*1943655 + 0.006*782325 + 0.006*289435 + 0.005*1527260 + 0.005*1743836
INFO: 07/25/2015 03:22:14 PM topic #8 (0.077): 0.018*1759863 + 0.013*1439101 + 0.013*333874 + 0.011*1440388 + 0.010*1088158 + 0.010*816951 + 0.009*1936197 + 0.009*782325 + 0.009*1665890 + 0.008*1486115
INFO: 07/25/2015 03:22:15 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1460163 + 0.007*1684140 + 0.006*1318581
INFO: 07/25/2015 03:22:15 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.007*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 03:22:16 PM topic #11 (0.077): 0.028*1531049 + 0.015*1677100 + 0.015*1582477 + 0.013*1932717 + 0.013*860054 + 0.010*1858629 + 0.010*1845872 + 0.009*1665890 + 0.009*244428 + 0.009*1719292
INFO: 07/25/2015 03:22:16 PM topic diff=0.096055, rho=0.101535
INFO: 07/25/2015 03:22:17 PM PROGRESS: pass 0, at document #196000/411828
DEBUG: 07/25/2015 03:22:17 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:22:37 PM 1401/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:22:37 PM updating topics
INFO: 07/25/2015 03:22:39 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:22:50 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.008*319552 + 0.007*524785 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.006*1776127
INFO: 07/25/2015 03:22:51 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1838526 + 0.004*1701890 + 0.004*1088158
INFO: 07/25/2015 03:22:51 PM topic #2 (0.077): 0.007*10591 + 0.006*544265 + 0.006*1412507 + 0.006*1772969 + 0.005*1473068 + 0.004*642961 + 0.004*770202 + 0.004*1119121 + 0.004*1526878 + 0.004*1682640
INFO: 07/25/2015 03:22:52 PM topic #3 (0.077): 0.015*860054 + 0.011*1719292 + 0.011*1566164 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.006*330739 + 0.006*88982 + 0.006*1706054 + 0.006*1641439
INFO: 07/25/2015 03:22:52 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*956746 + 0.005*803706 + 0.005*1989666 + 0.004*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:22:53 PM topic #5 (0.077): 0.019*860054 + 0.012*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1630434 + 0.006*1464135 + 0.006*1669167 + 0.006*1726301 + 0.006*1758139
INFO: 07/25/2015 03:22:53 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.007*1324313 + 0.007*1826130 + 0.007*466423 + 0.006*200810 + 0.006*1589971 + 0.006*415312 + 0.006*473240 + 0.005*984065
INFO: 07/25/2015 03:22:54 PM topic #7 (0.077): 0.022*1318581 + 0.009*860054 + 0.007*1900063 + 0.007*1945618 + 0.006*1989087 + 0.006*1943655 + 0.006*782325 + 0.006*289435 + 0.005*1527260 + 0.005*1743836
INFO: 07/25/2015 03:22:54 PM topic #8 (0.077): 0.018*1759863 + 0.014*1439101 + 0.013*333874 + 0.011*1440388 + 0.011*1088158 + 0.010*816951 + 0.010*1936197 + 0.009*782325 + 0.009*1665890 + 0.008*1486115
INFO: 07/25/2015 03:22:55 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1460163 + 0.007*1684140 + 0.006*1318581
INFO: 07/25/2015 03:22:55 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 03:22:56 PM topic #11 (0.077): 0.029*1531049 + 0.015*1677100 + 0.015*1582477 + 0.013*1932717 + 0.013*860054 + 0.010*1858629 + 0.010*1845872 + 0.009*1665890 + 0.009*1719292 + 0.009*244428
INFO: 07/25/2015 03:22:56 PM topic diff=0.102175, rho=0.101015
INFO: 07/25/2015 03:22:57 PM PROGRESS: pass 0, at document #198000/411828
DEBUG: 07/25/2015 03:22:57 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:23:18 PM 1398/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:23:18 PM updating topics
INFO: 07/25/2015 03:23:20 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:23:31 PM topic #0 (0.077): 0.012*860054 + 0.010*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.005*1776127
INFO: 07/25/2015 03:23:31 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1838526 + 0.004*1088158 + 0.004*1701890
INFO: 07/25/2015 03:23:32 PM topic #2 (0.077): 0.008*544265 + 0.007*10591 + 0.006*1412507 + 0.006*1772969 + 0.005*1473068 + 0.004*642961 + 0.004*1862263 + 0.004*1119121 + 0.004*1595430 + 0.004*1682640
INFO: 07/25/2015 03:23:32 PM topic #3 (0.077): 0.015*860054 + 0.011*1719292 + 0.011*1566164 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.006*330739 + 0.006*1641439 + 0.006*1706054 + 0.006*88982
INFO: 07/25/2015 03:23:33 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*984065 + 0.005*803706 + 0.005*956746 + 0.004*1774860 + 0.004*1989666 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:23:33 PM topic #5 (0.077): 0.019*860054 + 0.012*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1630434 + 0.006*1669167 + 0.006*1726301 + 0.006*1464135 + 0.006*1432658
INFO: 07/25/2015 03:23:34 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.007*1826130 + 0.007*1324313 + 0.007*466423 + 0.006*200810 + 0.006*1589971 + 0.006*415312 + 0.006*473240 + 0.005*984065
INFO: 07/25/2015 03:23:34 PM topic #7 (0.077): 0.022*1318581 + 0.009*860054 + 0.007*1900063 + 0.007*1945618 + 0.006*1989087 + 0.006*1943655 + 0.006*289435 + 0.005*782325 + 0.005*1527260 + 0.005*1743836
INFO: 07/25/2015 03:23:35 PM topic #8 (0.077): 0.018*1759863 + 0.014*1439101 + 0.013*333874 + 0.011*1440388 + 0.011*1088158 + 0.010*816951 + 0.010*1936197 + 0.009*782325 + 0.009*1665890 + 0.008*1486115
INFO: 07/25/2015 03:23:35 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1684140 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 03:23:36 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.005*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 03:23:36 PM topic #11 (0.077): 0.029*1531049 + 0.015*1582477 + 0.015*1677100 + 0.013*860054 + 0.013*1932717 + 0.010*1858629 + 0.010*1845872 + 0.009*244428 + 0.009*1665890 + 0.009*1719292
INFO: 07/25/2015 03:23:37 PM topic diff=0.096246, rho=0.100504
DEBUG: 07/25/2015 03:23:44 PM bound: at document #0
INFO: 07/25/2015 03:24:44 PM -8.658 per-word bound, 403.8 perplexity estimate based on a held-out corpus of 2000 documents with 1407338 words
INFO: 07/25/2015 03:24:44 PM PROGRESS: pass 0, at document #200000/411828
DEBUG: 07/25/2015 03:24:44 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:25:05 PM 1417/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:25:05 PM updating topics
INFO: 07/25/2015 03:25:07 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:25:17 PM topic #0 (0.077): 0.012*860054 + 0.010*1719292 + 0.008*1614467 + 0.007*319552 + 0.007*524785 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.006*1776127
INFO: 07/25/2015 03:25:18 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1726301 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1838526 + 0.004*1964673 + 0.004*1088158 + 0.004*1701890
INFO: 07/25/2015 03:25:18 PM topic #2 (0.077): 0.007*544265 + 0.007*10591 + 0.006*1412507 + 0.005*1772969 + 0.005*1473068 + 0.004*642961 + 0.004*1862263 + 0.004*770202 + 0.004*1682640 + 0.004*1595430
INFO: 07/25/2015 03:25:19 PM topic #3 (0.077): 0.015*860054 + 0.011*1719292 + 0.011*1566164 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.006*330739 + 0.006*1706054 + 0.006*1641439 + 0.006*88982
INFO: 07/25/2015 03:25:19 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.005*803706 + 0.005*1774860 + 0.004*1989666 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:25:20 PM topic #5 (0.077): 0.019*860054 + 0.012*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.007*1464135 + 0.006*1630434 + 0.006*1669167 + 0.006*1726301 + 0.006*1432658
INFO: 07/25/2015 03:25:20 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.007*1324313 + 0.007*1826130 + 0.007*466423 + 0.006*200810 + 0.006*1589971 + 0.006*415312 + 0.005*473240 + 0.005*984065
INFO: 07/25/2015 03:25:21 PM topic #7 (0.077): 0.022*1318581 + 0.009*860054 + 0.007*1900063 + 0.007*1945618 + 0.006*1989087 + 0.006*1943655 + 0.006*289435 + 0.005*782325 + 0.005*1527260 + 0.005*1743836
INFO: 07/25/2015 03:25:21 PM topic #8 (0.077): 0.017*1759863 + 0.013*1439101 + 0.013*333874 + 0.011*1088158 + 0.010*1440388 + 0.010*816951 + 0.010*1936197 + 0.009*782325 + 0.009*1665890 + 0.008*1486115
INFO: 07/25/2015 03:25:22 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1684140 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 03:25:22 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.005*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 03:25:23 PM topic #11 (0.077): 0.029*1531049 + 0.015*1582477 + 0.015*1677100 + 0.013*860054 + 0.013*1932717 + 0.011*1858629 + 0.010*1845872 + 0.009*1665890 + 0.009*244428 + 0.009*1719292
INFO: 07/25/2015 03:25:23 PM topic diff=0.095445, rho=0.100000
INFO: 07/25/2015 03:25:24 PM PROGRESS: pass 0, at document #202000/411828
DEBUG: 07/25/2015 03:25:24 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:25:44 PM 1364/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:25:45 PM updating topics
INFO: 07/25/2015 03:25:47 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:25:57 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.006*1776127
INFO: 07/25/2015 03:25:58 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1677495 + 0.006*1726301 + 0.005*1843814 + 0.005*984065 + 0.004*1838526 + 0.004*1701890 + 0.004*1088158 + 0.004*1964673
INFO: 07/25/2015 03:25:58 PM topic #2 (0.077): 0.008*544265 + 0.007*10591 + 0.006*1412507 + 0.005*1772969 + 0.005*1473068 + 0.005*642961 + 0.004*1682640 + 0.004*770202 + 0.004*1862263 + 0.004*1526878
INFO: 07/25/2015 03:25:59 PM topic #3 (0.077): 0.015*860054 + 0.011*1719292 + 0.011*1566164 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.006*330739 + 0.006*1706054 + 0.006*88982 + 0.006*1641439
INFO: 07/25/2015 03:25:59 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.005*803706 + 0.004*1774860 + 0.004*1989666 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:26:00 PM topic #5 (0.077): 0.019*860054 + 0.012*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.007*1464135 + 0.006*1630434 + 0.006*1669167 + 0.006*1726301 + 0.006*1432658
INFO: 07/25/2015 03:26:00 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.008*1826130 + 0.007*1324313 + 0.007*466423 + 0.006*1589971 + 0.006*200810 + 0.006*415312 + 0.006*473240 + 0.005*1451903
INFO: 07/25/2015 03:26:01 PM topic #7 (0.077): 0.022*1318581 + 0.009*860054 + 0.008*1945618 + 0.007*1900063 + 0.006*1989087 + 0.006*1943655 + 0.006*289435 + 0.005*1527260 + 0.005*782325 + 0.005*1777811
INFO: 07/25/2015 03:26:01 PM topic #8 (0.077): 0.017*1759863 + 0.013*1439101 + 0.012*333874 + 0.011*1088158 + 0.010*1440388 + 0.010*816951 + 0.009*1936197 + 0.009*782325 + 0.009*1665890 + 0.008*1486115
INFO: 07/25/2015 03:26:02 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1684140 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 03:26:02 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.005*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 03:26:03 PM topic #11 (0.077): 0.029*1531049 + 0.015*1677100 + 0.015*1582477 + 0.013*860054 + 0.013*1932717 + 0.011*1858629 + 0.010*1845872 + 0.010*1665890 + 0.009*244428 + 0.009*1719292
INFO: 07/25/2015 03:26:03 PM topic diff=0.095636, rho=0.099504
INFO: 07/25/2015 03:26:04 PM PROGRESS: pass 0, at document #204000/411828
DEBUG: 07/25/2015 03:26:04 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:26:24 PM 1407/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:26:24 PM updating topics
INFO: 07/25/2015 03:26:27 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:26:37 PM topic #0 (0.077): 0.012*860054 + 0.010*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.006*1776127
INFO: 07/25/2015 03:26:38 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1726301 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1838526 + 0.004*1701890 + 0.004*1088158
INFO: 07/25/2015 03:26:38 PM topic #2 (0.077): 0.007*544265 + 0.007*10591 + 0.005*1412507 + 0.005*1772969 + 0.005*1473068 + 0.004*642961 + 0.004*770202 + 0.004*1682640 + 0.004*1595430 + 0.004*1862263
INFO: 07/25/2015 03:26:39 PM topic #3 (0.077): 0.015*860054 + 0.011*1719292 + 0.011*1566164 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.006*1641439 + 0.006*330739 + 0.006*88982 + 0.006*1706054
INFO: 07/25/2015 03:26:39 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.005*803706 + 0.004*1774860 + 0.004*1989666 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:26:40 PM topic #5 (0.077): 0.019*860054 + 0.013*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.006*1464135 + 0.006*1630434 + 0.006*1669167 + 0.006*1726301 + 0.006*1432658
INFO: 07/25/2015 03:26:40 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.008*1826130 + 0.007*1324313 + 0.007*466423 + 0.006*200810 + 0.006*1589971 + 0.006*415312 + 0.006*473240 + 0.005*1451903
INFO: 07/25/2015 03:26:41 PM topic #7 (0.077): 0.022*1318581 + 0.009*860054 + 0.008*1900063 + 0.007*1945618 + 0.006*1989087 + 0.006*1943655 + 0.006*1527260 + 0.006*289435 + 0.005*782325 + 0.005*1777811
INFO: 07/25/2015 03:26:41 PM topic #8 (0.077): 0.017*1759863 + 0.013*1439101 + 0.012*333874 + 0.011*1088158 + 0.010*1440388 + 0.010*816951 + 0.009*1936197 + 0.009*782325 + 0.009*1665890 + 0.008*1486115
INFO: 07/25/2015 03:26:42 PM topic #9 (0.077): 0.014*1509063 + 0.013*860054 + 0.012*1538229 + 0.010*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1823059 + 0.007*1684140 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 03:26:42 PM topic #10 (0.077): 0.017*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.005*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 03:26:43 PM topic #11 (0.077): 0.029*1531049 + 0.015*1582477 + 0.015*1677100 + 0.013*860054 + 0.013*1932717 + 0.011*1858629 + 0.010*1845872 + 0.009*1665890 + 0.009*1719292 + 0.009*244428
INFO: 07/25/2015 03:26:43 PM topic diff=0.092341, rho=0.099015
INFO: 07/25/2015 03:26:44 PM PROGRESS: pass 0, at document #206000/411828
DEBUG: 07/25/2015 03:26:44 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 03:27:04 PM 1352/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 03:27:04 PM updating topics
INFO: 07/25/2015 03:27:07 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 03:27:17 PM topic #0 (0.077): 0.012*860054 + 0.010*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.007*1474784 + 0.006*1244439 + 0.006*984065 + 0.006*1178712 + 0.006*829470
INFO: 07/25/2015 03:27:18 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.006*1726301 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1838526 + 0.004*1088158 + 0.004*1701890
INFO: 07/25/2015 03:27:18 PM topic #2 (0.077): 0.007*544265 + 0.007*10591 + 0.006*1412507 + 0.006*1772969 + 0.005*1473068 + 0.004*642961 + 0.004*1682640 + 0.004*770202 + 0.004*1595430 + 0.004*1862263
INFO: 07/25/2015 03:27:19 PM topic #3 (0.077): 0.015*860054 + 0.011*1719292 + 0.011*1566164 + 0.010*1943655 + 0.007*1406380 + 0.007*197244 + 0.007*1641439 + 0.006*88982 + 0.006*330739 + 0.006*1706054
INFO: 07/25/2015 03:27:19 PM topic #4 (0.077): 0.011*860054 + 0.011*1318581 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.005*803706 + 0.005*1989666 + 0.004*1774860 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 03:27:20 PM topic #5 (0.077): 0.019*860054 + 0.013*1719292 + 0.012*178443 + 0.009*1940707 + 0.007*466440 + 0.007*1630434 + 0.006*1464135 + 0.006*1726301 + 0.006*1669167 + 0.006*1432658
INFO: 07/25/2015 03:27:20 PM topic #6 (0.077): 0.018*860054 + 0.011*1677100 + 0.008*1826130 + 0.007*1324313 + 0.007*466423 + 0.006*1589971 + 0.006*200810 + 0.006*415312 + 0.006*473240 + 0.005*1451903
